,1,2,3,4,5,6,7,8,9,10,11,12
A,7717.49,6118.92,7332.28,7224.8,7555.08,6838.03,7434.56,6075.88,7076.48,6136.19,6954.06,7037.04
B,6208.18,5657.88,6204.3,6002.29,6235.68,5890.96,5801.6,5563.14,5689.53,5784.3,5934.2,5757.11
C,6477.78,5754.92,6157.3,6043.04,6065.15,6009.03,5855.87,5529.03,5971.93,6016.57,6113.53,5891.54
D,6200.7,5990.73,6179.14,6120.86,6267.7,5672.87,6071.62,5880.79,6062.87,5959.3,5933.08,6482.5
E,6272.09,5822.33,6174.25,6386.66,6222.47,5599.18,5940.76,5614.64,6191.73,5564.92,5786.06,5342.11
F,5855.24,5814.69,5604.03,5469.09,5408.93,5042.84,5047.04,5227.2,5752.02,5065.84,5118.22,5127.06
G,X,X,X,X,X,X,X,X,X,X,X,X
H,X,X,X,X,X,X,X,X,X,X,X,X
